,text
5883,"カオルの「龍は所作がゆっくりだからすごくセクシー」「屈託なく笑う顔に包容力とセクシーさがある」って言葉がマジで至言すぎる…つなしのセクシーさは内面の素朴さとのギャプとして捉えられがちだけどむしろおっとりした性格がセクシーさを醸し出してるんだよな
"
5884,"最高だ…！！！！！！！LIGHT FUTUREのつなし大好き………チュ 
"
5885,"さすかユキ！おれたちにできない事を平然とやってのけるッ そこにシビれる！あこがれるゥ！
"
5886,"コジコジ、夏休みのあいだ10時くらいのアニメ枠で放送してたからコジコジを見て遊んで食べて寝るだけの夏休み最高すぎて今でも忘れられない 青春だった
"
5887,"推しのために油田よりまず温泉掘らねぇと……
"
5888,"わたしもつなしくんのことでずにーぷりんせすだと思ってるし楽くんのことでずにーぷりんすだと思ってる
"
5889,"お互い友達として好きで仲間として好きで人として好きで男として好きだからもはや付き合わない理由がねえな…（龍楽）
"
5890,"わかる〜〜〜〜〜〜〜！！！！！！！！
"
5891,"龍楽は付き合ったらセックスするよりまずスーツ着て菓子折り持ってお互いの親に挨拶に行くし付き合って1年くらいでお互いそれぞれが一緒に入れる墓を準備してることが判明して「おんなじこと考えてた」「被っちゃったな」つって笑い合うから(ハ？) 幸せになってくれ永遠に…🤦‍♂️
"
5892,"解釈に手一杯でカプや左右は二の次なオタクだけど龍楽はすべてを超越してかわいい…かわいすぎる………🤦‍♂️抱かれたい男ツートップがゆるふわお花畑カップルなのすごくない…？なんて最高の抱かれたい男の無駄遣いなんだ………🤦‍♂️🤦‍♂️🤦‍♂️(最高)(至高)(宇宙一)
"
5893,"生きてるうちにただただひたすらにカッコいい八乙女楽くんの本作りたいって思ってたけどただただひたすらにカワイイ龍楽の本も作りたくなってきた
"
5894,"やっぱり信頼できるのはお前だけだカオル………
"
5895,"実質こけら落とし、ではない
"
5896,"コソコソと的はずれにドヤってる楽くんとつなしくん愛おしすぎる……🤦‍♂️🤦‍♂️🤦‍♂️抱かれたい男ツートップが赤ちゃん………
"
5897,"天くんさすが…帰国子女だから……（？）さすが俺たちのセンター！（？？？）
"
5898,"九条ネギ・下仁田ネギ・なんでやねんナギ（かわいい）
"
5899,"岡崎〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜お前がトップオブ攻めだ！！
"
5900,"めちゃくちゃ笑ってたのにその意味を考えると葛藤だらけでくるしくなるRe:valeが好きだよ
"
5901,"モモが悲しまないように、喜ぶと思って万の方が好きって答えようとしたのにデリカシーがないって怒られるユキちゃん…(永遠に抱きしめる)(学習しよ)
"
5902,"万理とユキのいいファンでいたいモモちゃんと、でもやっぱり報われたいモモちゃん………
"
5903,"モモちゃん推しカプに幸せになって欲しいけど夢も拗らせてるめんどくさいオタクみたいなこと言ってるの愛おしすぎるな……
"
5904,"開始早々腕十字固めキメられてすぐにタップした（3周年特別ストーリー後編）
"
5905,"今日もそろそろ終わるので最高のBGMでお贈りする最高のログインボイスを聞いてくれ 
"
5906,"りばれ担が死んでるTL
"
5907,"モンチャン 
"
5908,"顔しか露出してないのに抱かれたい男No. 1に選ばれた男だ……わかる……わかるぞ………隠されれば隠されるほど暴きたくなるもんな……わかる……わかる……わかる……わかる……わかる……わかる……わかる……わかる……わかる……わかる……… 
"
5909,"今日は3周年特別ストーリー後編だ…横文字で誰よりもスタイリッシュにツッコむのは誰だ（Who are youーーーーー）
"
5910,"推しのログインボイス聞いて興奮する楽担大好き…ちゅ（やめろ）
"
5911,"世界一美しい孫…
"
5912,"お前の一生を気にかけさせてくれ推し〜〜〜〜〜！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！(重) 
"
5913,"あまりにも尊い………🤦‍♂️🤦‍♂️🤦‍♂️
"
5914,"あと1時間で推しのログインボイスだFoooooooooooo！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
5915,"あーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーーッ
"
5916,"TRIGGERはやっぱり最高のバランスだな！！！！！！！！
"
5917,"名前が気に入ったので買った 
"
5918,"……… 
"
5919,"楽担のデレステの最推し知りたい…わたしはフレちゃんだよ！
"
5920,"十龍之介くん、世界一上目遣いが似合う190cm…🤦‍♂️🤦‍♂️🤦‍♂️
"
5921,"楽くんは常に大真面目に八乙女楽やってるからいつでも堂々としてるため基本的にあんまり照れたり怯んだりしないけどさらに大真面目に八乙女宗助やってる父親にスイカを手に「ほら…ほら…」と攻められて戸惑ってるの珍しいしカワイイし宗助生んでくれてマジでありがとな………
"
5922,"ユーモアのセンスが抜群だけど謎が多くミステリアスそして顔がハチャメチャにいいガチオタ（情緒が不安定になる六弥ナギくんの紹介文）
"
5923,"モンチャン……見れば見るほど触れば触るほどわからなくなる………一体なんなんだこの生き物は………………
"
5924,"当たれ〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜〜！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
5925,"モンチャン 
"
5926,"モンチャン……カワイイ……………
"
5927,"モンチャン
"
5928,"フ、フワフワ……かわいい………ウッ
"
5929,"みて〜〜〜😂モンがうちにやってきた……😂😂カオルのオンナの元で育てられてきたトリモンちゃん……世界一幸せにする…………😭😭😭 
"
5930,"神の解釈があまりにも強い
"
5931,"絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！絶対当選！
"
5932,"つむぎちっぱいでかわいい……楽くんよりおっぱいない………かわいい…………
"
5933,"あああああああああああああああああああああああああああああああああああああああああああああああああ！！！？！！？？！！？！！？！？？？？？！？？？！！！？？！？？！？！神！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
5934,"昨日からの流れが完璧すぎる
"
5935,"フォロワー！拘置所での生活慣れた？ 
"
5936,"飲みすぎて吐きそうになってたけど推しが珍しくめちゃくちゃ優しい声でイベントに誘ってくれたので吐き気が吹き飛び寿命が3年延び「行く〜〜〜！！！！」と叫んだ
"
5937,"当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…りたい……当た…り
"
5938,"プラチナナコレありがとう…😢一生大切に持っとくね
"
5939,"フォロワー！せめてパンツはいて！ 
"
5940,"さとたく先生、本当に十龍之介とTRIGGERが好きなんだなってひしひしと感じて泣いちゃった…
"
5941,"えっ！！！？！？1周年のときカードあげるよって約束なんかされてたっけ…😧全然覚えてねえ…けどありがとな………😢😢😢
"
5942,"まえの〜〜〜〜〜〜〜〜〜ん！！！！！
"
5943,"今度はどっぷりアプリでナナライだ！！！！！
"
5944,"ディレビュ組おかえり！素で名乗り忘れて他のメンバーにいじられる羽多野さんみた？？？？？その流れで3周年特別スト読んでください
"
5945,"仕事なんとかなりそうって感じだったがそもそもチケットがなかった(チーン) てかまた台風で行けない人いるんかな…あまりにも無慈悲………
"
5946,"当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当たる当た当たる当たる当たる当たる当たる当たる
"
5947,"これから徹夜で仕事2つ片付ければライビュに行けるかもしれん…明日は真水に興奮羽多野だし行きたいよ〜〜〜😭😭😭
"
5948,"スパダリコールが公式によって供給されたけどアイドリッシュセブンには世に言う完璧でスーパーなダーリンはいないので使い道がない（fin.）
"
5949,"TRIGGER3人とも自分のことを攻めだと信じて疑わないど受けすぎて愛おしすぎる…(3周年特別ストの話)
"
5950,"モンジェネで泣いちゃった羽多野さんの話大好きすぎるからあと50年は語り続ける
"
5951,"ディレビュ組〜〜〜開始早々モンジェネ歌うIDOLiSH7見て裏で泣いちゃった羽多野さんみた？？？？？
"
5952,"9月頭にはサイテクイベあるしな…そして9/18にはTRIGGERイベやってくれるって信じてる
"
5953,"3周年記念イベントまさかのShuffleTalk！！！？！？ 
"
5954,"モンがくのいない人生2年目に突入してしまう……
"
5955,"ディレビュうらやましすぎる〜〜〜😭😭😭NATSUしようぜーー！！オイ！！オイ！！(エア参加)(いきなりアンコール)
"
5956,"グッドパイだと思ったらガクパイだった
"
5957,"当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！(素振り) 当たった！… 
"
5958,"楽くんの乳首はベビーピンクって決まってると思い込んでたから解釈違いが起こり得ることなんて想像もしてなかった…ベージュ乳首の推しもあり得るんか…この世は摩訶不思議アドベンチャー…
"
5959,"全身タイツはTRIGGERの顔の良さを際立たせる最高のアイテム…
"
5960,"昨日の記憶おっぱいしかない
"
5961,"プレゼントキャンペーンに当選したフォロワー🎉🎉🎉
"
5962,"すぐに仲良くなるし永遠に幸せに過ごす
"
5963,"そうとしか見えなくなってしまった…
"
5964,"新聞のお悩み相談コーナーに「私はいつ推しの乳首が拝めるのでしょうか😢」という相談が投稿されたら私だから………
"
5965,"乳首まであと数センチだった…今回もまた惜しくも敗れた……（八乙女楽乳首チャレンジ）
"
5966,"楽きゅん………
"
5967,"楽くんが小さい頃宗助は仕事が忙しいので夏休みは山村家に預けてたんだけど手土産に必ずスイカを持って行ってた 山村家の縁側で1人黙々とスイカを食べる息子…それから宗助は毎年スイカを見てその光景を思い出す 忙しさにかまけ構ってやれなか… 
"
5968,"えっ……絶対行きたい………シャツのボタン1番上までしめとめ楽くん😭😭😭😭😭
"
5969,"当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選当選
"
5970,"アイドリッシュセブンは少年漫画なので悪者と戦ったりテロから世界を救いがちだけど今回の特別ストーリーは仲間と力を合わせてネタとボケとツッコミを磨き上げカメラの前でライバルたちと競い合う王道アイドルバトルモノって感じで最高だな（王道アイドルバトル？）
"
5971,"心に傷を負った
"
5972,"毎日欠かさず読むね……ハァ………今日は最高の夢が見れそうだ…………
"
5973,"推し親子が(推し親子？)あんなに穏やかに(穏やか？)会話してるの初めて……泣いちゃった…………
"
5974,"突然現代社会にキレ出し勝手にアイドル論を熱く語る男愛おしい……宗助はなあ、大真面目に八乙女宗助やってんだよ………！！！！！
"
5975,"八乙女宗助……誰よりも熱い男…………似た者親子すぎる🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
"
5976,"This is Suika でマンションのフロアに響き渡るほど笑ってる
"
5977,"楽くんはいい子だからなんでやねんとやかましいわ買ってあげようね☺️
"
5978,"ナギ担の定評が爆誕してしまった
"
5979,"楽くん精神が昭和の中学生だから横文字ってだけでカッコいいってなるのかわいい……一生推す………
"
5980,"カオル…お前は最高の女だ………
"
5981,"二階堂大和の夢女生きてる？……返事がない 全滅したようだ
"
5982,"アイドリッシュセブン運営にコールをフリー素材として使わせて欲しいって要望送るね
"
5983,"大神万理😨😨😨😨😨😨😨🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😠😠😠😠😠😠🤬🤬🤬🤬🤬🤬🤬👊👊👊👊👊👊👊💥💥💥⚡️⚡️⚡️⚡️⚡️⚡️☺️☺️☺️😍😍😍😍😚😚😚😚😚😚結婚して
"
5984,"もう逃げないと決めた大和がノリツッコミですべって決意を覆し逃げ出したくなってるの最高にシュールで最高
"
5985,"陸の目的地のまったくない無茶振りほんと恐怖の大魔王だけどえへへって言われたらえへへ☺️って返しちゃう
"
5986,"私も三月に優しく大丈夫だよって言われたい…
"
5987,"いおりきゅん困っててかわいそう😢ってなってたけど三月の大丈夫だ一織！で嫉妬心でいっぱいになってしまった
"
5988,"大神万理😨😨😨😨😨😨😨🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️😠😠😠😠😠😠🤬🤬🤬🤬🤬🤬🤬👊👊👊👊👊👊👊💥💥💥⚡️⚡️⚡️⚡️⚡️⚡️☺️☺️☺️😍😍😍😍😚😚😚😚😚😚好き
"
5989,"おかりんアイドルのパフォーマンスってより政治家の演説なの推せる
"
5990,"凛太郎絶対4部登場するじゃん
"
5991,"ログインボイスお知らせから何回も聴けた！！！！バナーにはなくてお知らせのみとか罠過ぎんな………
"
5992,"誰か6日後の0時の私にログインするとき録画を忘れんなって言って
"
5993,"悲しいけど9万3千人めっちゃすごい！！！嬉しい😂😂😂
"
5994,"卑しいので応募が締め切られたと同時に参加者を確認しに行ったら倍率高すぎて泣いた 
"
5995,"混乱と狂喜と恐怖と涙の8/20が終わってしまう…今年もサプライズありがとう……最高に”生“を感じた………いや、アイドリッシュセブンに生かされてることを再認識しちまったな………また来年よろしくな #アイナナ3周年
"
5996,"TLちょっと覗いたけどみんなTRIGGERの話しててやばい予感がした…（これから電車です）
"
5997,"5年、10年先のことを考えてくれてるの嬉しくて泣いた…できればあと30年よろしくお願いします #アイナナ3周年
"
5998,"……… 
"
5999,"……… 
"
6000,"ああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
"
6001,"うあああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
"
6002,"天くん逃げて…
"
6003,"アイドリッシュセブン、俯瞰で見れば見るほどコンセプトを軸にしたブレのなさに感嘆するしそれを実現するクリエイティブプロセスを考えると本当に驚嘆するし目指している場所の明確さに共感するしなによりそれらを貫き通す制作陣の熱意に胸を打たれるんだよな…
"
6004,"やったぜ！！！ 
"
6005,"本物だ………(？)
"
6006,"なんでこんなにもアイドリッシュセブンに熱中するのかが全部詰まってる 泣いた
"
6007,"えっ！？超えたの！！！！？！？！？？ハードル高えなもっとタグ付けてツイートしなきゃと思ってたんだけど！！！！！？？！！？！！！？？？？？？？？
"
6008,"こんなんちょっとでも屈んだら乳首丸見えやんけ……………………………………………しかも旅の相手は陸くん………………………もうなにをどうしてもT◯LOVEるにしか見えなくしまった………………………………
"
6009,"！！！！！？！！！？！！！！？！？！！！！！？？？？？れ！？？？？？？？？？！る！！？？？？？？？！！！？！？？？？？？？？？？？？？！？？？？！ 
"
6010,"オタクたちの推しへのキモ・ポエムを集めた詩集作りたい
"
6011,"7日間毎日10時に当選への祈り(呪い)を捧げるからよろしくな
"
6012,"当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当たれ当た
"
6013,"推し、美しいので衣装が何でも映えてしまうがモードな衣装が1番映える🤦‍♂️ランウェイで世界を魅了してくれ🤦‍♂️🤦‍♂️🤦‍♂️
"
6014,"ハァかわいい……かっこいいよ楽くん……後ろのヒラヒラなんなの……天使の羽根かな？？？？？
"
6015,"ほんとだ！！LIGHT FUTUREの楽くんシャツのボタンを1番上までしめとめ楽くんだ！！！！！ 
"
6016,"？？？？？？？😦 キナコッシュセブン…？ 
"
6017,"ソート順変更してスクロールして（上から下までたどり着くのに10秒位かかる）やっと目当てのカード見つけて複数枚あるカードのスキルレベル確認してあっこれじゃねえ！ってBack→ソート順の変更からやり直しの地獄
"
6018,"カードの種類の多さやスキルレベルの重要度に見合ったUIじゃなさすぎるからそろそろ抜本的に改善してくれ…！もう初期のままのUIじゃとてもムリ
"
6019,"記念すべき3周年迎えてから2時間20分が経過したけどそのうちの2時間くらい所持枠の整理してた（…）
"
6020,"3周年ガシャをガシャガシャしてるみんな聞いて！！！！！！！！！何かを忘れてる気がすると思いながらガシャガシャしてたんだけどまだLIGHT FUTURE衣装のガシャ来てない（訳:これから来る）！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
6021,"3周年タグに陸くんが現れた！！！！！かわいい😂😂😂😂😂😂 #アイナナ3周年
"
6022,"さとたく先生〜〜〜〜〜〜〜〜！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
6023,"つ、ついにボイス付きカードが実装されちまった……しかもURセットオーディションもあるじゃん……今年こそ狙えるかもな……テッペンが、さ…………（セルランのことです）
"
6024,"今年の特別ストーリーは前後編だ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！ 
"
6025,"あああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああああ
"
6026,"アイドリッシュセブン3周年おめでとうございます！！！！！！！こんなにも愛と情熱が詰め込まれた最高の作品に出会えて本当に幸せです！！！！！！！！大好きだ〜〜〜〜〜〜😂😂😂😂😂😂😂 #アイナナ3周年
"
6027,"あと8分！！！！！！！！！！！！！
"
6028,"3周年に向けてちょこちょこ小出しにしてくるんかと思ってたけど結局LIGHT FUTUREの全貌が全然明らかにされてないまま3周年を迎えるからとんでもない情報供給が一気に襲いかかって来そうだな……みんな……“向こう”で会おうな………
"
6029,"100回以上チャレンジしてやっと聞けたぞ……これまでありがとなギークス楽くん…………
"
6030,"私も楽くんのソーーークーーールなラストギークスをキメなきゃ
"
6031,"アイドリッシュセブンは48歳の風呂上がりイラストを提供してくれる神コンテンツです
"
6032,"個人的なここ1年のありがとうトピックスは ・神風動画のMV ・誕生日に各キャラのソロ曲配信 ・ジャズロックな推しのソロ曲 ・パルメイトTRIGGER ・風呂上がり宗助と寝起き宗助 マジ神コンテンツ
"
6033,"ここ1年で起きたことを思い返したんだけどREGALITYから始まり待望のアニメ化そして1stライブとリリース当初からの夢が続々と叶った本当に本当にすごい1年だったな…そして明日からは光のその先の新たなステージが始まるんだ…そうだろ… 
"
6034,"いてもたってもいられないから特別ストーリーでも見るか…と思ったらメンテ中だったのでついったーに戻ってきた… 
"
6035,"飛行機オフすげえ！！！！次は宇宙船オフか！！？！？
"
6036,"すごい綺麗なつなし色！！！私もグレーのTRIGGER痛車欲しい…
"
6037,"アニバーサリーなライブで⭐️さんのオンナたちがDis oneでジャンプしたの！？すごい……
"
6038,"ｼﾞｰﾂｰｽﾀｼﾞｨｰｰｰｵｩ!!!!!!!!!!!!!!!!!!!!!
"
6039,"大丈夫じゃないです…
"
6040,"一生の間の心拍数は決まってるらしいからこのまま心臓が尋常じゃない速さで打ち続けたら0時までに寿命が尽きてしまうかもしれん………
"
6041,"LUGHT FUTURE衣装だ！！！！！！！！！！！！😭😭😭😭😭😭
"
6042,"やはり若い男が最高だった
"
6043,"アイコンを[キラキラ]でデコりました。 #アイコン装飾用 #iconDecotter 
"
6044,"一気に老け込んでしまった
"
6045,"アイコンを[IDOLiSH7 3rd Anniversary]でデコりました。 #iconDecotter 
"
6046,"これは最高のタイミングで出現したプロモーション 
"
6047,"3周年まであと10時間を切ったぞ……10時間後に何かが起きる…………
"
6048,"公式が先にモーメントを習得してしまった………
"
6049,"いおり……😭😭😭😭😭おまえが星になるんだよ……！！！
"
6050,"愛おしい………
"
6051,"私の中の楽くんは穢れなき至高の存在と信じるTRIGGERオタ楽推しおじさんが失神した
"
6052,"繋がる”悦び”…………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………………
"
6053,"モンがく先生
"
6054,"十龍之介くんのベッドの中、世界一安心して過ごせるもんな
"
6055,"すごいかわいかった…りゅがくお互いがお互いのことを悲しませたくない喜ばせたい幸せでいて欲しいって思ってるからめちゃくちゃ推せる
"
6056,"アソシエイトを服用した やはりアソシエイトは万病に効く
"
6057,"3周年を目前に体力が尽きてしまった 
"
6058,"大和に対してなぜいつも暑苦しく叫んでしまうのか考えたんだけどおまえの苦笑いが見たいんだ大和…………！！！！！！(ハ？)
"
6059,"険しい岩道の上でまっすぐ先を見据えるリーダー……二階堂大和22歳、背中で語る男…………🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️🤦‍♂️
"
6060,"ヤマトォォォォォォォォォォォォォォォォォオオオオオオオオオオオオオオオオオ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
6061,"アツい愛の告白の後にうさちゃんの雰囲気になるりゅがくかわいいしかっこいいしえっちだしいついかなるときも幸せそうだし最高
"
6062,"かわいすぎて電車で飛び跳ねた………
"
6063,"も、もし長い内戦に終止符を打った現王が楽くんだったらどうしよう……そんなの斬って欲しすぎるじゃん………………
"
6064,"これだけであと1年はヨユーで生きていけるから実装は1年後とかでいいよ……もしアレなら………(どれ？)
"
6065,"資源が枯渇し人々の争いが絶えないエテルノで憂える人道者ユキとそんなユキに寄り添いながらも陰で生きるべく争いに身を投じるモモ…(…)
"
6066,"リリースから3年が経とうとしている今になっても多くの謎に包まれてるナギくん、劇中劇でも多くの謎に包まれがち
"
6067,"陸くんが敵に向かって投げてるつもりの飛び道具がなぜかことごとく楽くんに向かって飛んでいく話はありますか？（あります）
"
6068,"現王役で宗助出ますか？？？（出ません）
"
6069,"な、なんだこれ……アイドリッシュセブンスピンオフアプリの話か………？
"
6070,"そういえば今年ファンブック出ない！！？！？神々の対談を楽しみにしてたのに！！！！！！！！！！！！！！
"
6071,"誕生日の深夜も生誕祭タグじゃなくて「八乙女楽」でトレンド入ってた時間あったし八乙女楽くんマジで八乙女楽………
"
6072,"今さらだけど羽多野さん楽くんのこと「八乙女楽」ってフルネームで呼んでるのめっちゃおもしろい（わかる）
"
6073,"陸の北極星と三月の一等星って何が違うんだろうと思ったら北極星は二等星なんだ…方向を示す存在としてみんなに必要とされる北極星と輝きでたくさんの人を照らすことのできる一等星って陸と三月のそれぞれの願いとめちゃくちゃ近くてわかりみが深すぎるな……
"
6074,"アソシエイトとUp to the ninesとHeavevlyVisitorとDIAMOND FUSIONとREGALITYで構成された俺のさいきょうのプレイリストを会社でも聴いてるんだけど幸せでいてとDESTINYで涙ぐむから頻繁にトイレに駆け込む（仕事しな）
"
6075,"音晴頼んだぞ
"
6076,"REGALITYはアルバムとしての完成度はさることながらTRIGGERが凋落した3部のあのタイミグで発売されたことが本当に本当にすごい…神のアルバム……
"
6077,"アイドリッシュセブンを始めてそんなに日が経ってない友達の前で「幸せでいて」の5文字だけで楽くんがかわいそう…ってずっとメソメソ泣いてたの今考えると本当に申し訳ない気持ちになるな……
"
6078,"去年はTRIGGERの新MVを公開するっつって全国の大型ビジョンの前にTRIGGERファンが集結するなかTK作曲って発表と共にデイブレのMVが流れて皆で崩れ落ちたんだよな そしてREGALITYの詳細が発表されて推しのソロ曲のタ… 
"
6079,"アイドリッシュセブンの周年記念はヤバすぎるボイス付き特別ストーリーと、復刻と新規カードが一緒になったヤバすぎるガシャが実装されます つまりは全員死ぬ
"
6080,"3日後3周年ってこと忘れんじゃねーぞ……………
"
6081,"今日から会社で最悪な気分だけどアソシエイトがあるから最高！！！！！！！
"
6082,"かわいい…かわいすぎる……🤦‍♂️🤦‍♂️🤦‍♂️祭りだ〜〜〜〜！！！！！！！！！
"
6083,"顔が良すぎて時の流れが止まったから実質永遠に8月16日………(？)
"
6084,"うえ〜〜〜〜〜〜〜〜ん！！！！！！推しの誕生日が終わってしまう………
"
6085,"でも宗助はああ見えて息子の性格を熟知してるので一般社会では浮いてしまって生きづらい楽のために芸能界の道へと導いたのかも そして息子のまっすぐで不器用な性格を知っていて補い高め合えるようにファンの理想を追求する天くんと天性の資質を… 
"
6086,"宗助はアイドル業界に大きな理想と夢があり強い信念を持ってるところまではいいんだけどそれを息子に託して息子の性格を利用し自分の思う通りにコントロールしてきたところはやっぱりダメなんだよ 今となっては良かったと言えるだけで…いやマジ… 
"
6087,"いつも遠くから見てる宗助
"
6088,"ゴーヤの天ぷらと蕎麦 
"
6089,"かわいくてかっこいい……神よありがとうございます…………😭😭😭😭🙏🙏🙏🙏🙏🙏
"
6090,"かっこいい推しを描きたいなと思って描き始めたらこれができた
"
6091,"8月16日の八乙女親子 #八乙女楽生誕祭2018 
"
6092,"今日推しの誕生日だけどフォロワーの親のユーチューバーが若い頃ビキニが波に攫われおっぱいポロンした話を知った
"
6093,"楽→→→→→→ 壮五→→→→→→ 楽くんと壮五くんは最初こんな感じで平行線だけど 楽→ ←←←←←←←←←←←←←壮五 急に突き抜けてく感じ… 
"
6094,"かわいい…逢坂を前にするとド攻めになる楽くん
"
6095,"環くんはいつでもまっすぐな心で明るく未来を照らしてくれてるよ………！！！
"
6096,"つなしくん「み」じゃん…口角上がるじゃん……絶対かわいいじゃん………かわいい…………間違いなくかわいい……………
"
6097,"「スピードを上〜げて〜〜」のとこ極まりすぎて何回聞いても全身の血流が止まる
"
6098,"幸せでいては尊すぎて未だに涙出るから気軽に聞けないんだけどアソシエイトするとめちゃくちゃテンション上がって生きる活力が湧いてくるから最高！！！！！！！！！！！！！！！ ！！
"
6099,"おはよ〜〜〜〜〜〜〜〜顔洗った？歯磨いた？アソシエイトした？
"
6100,"1位だ！！！！！！！！！！！！！！！！おめでとう！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
6101,"個人的に最難関レベルで難しいんだけど推しのソロをめちゃくちゃやり込める…どこまでも最高………
"
6102,"あまりにもひどいけど奇跡のgood数をみて 
"
6103,"推しのソロでやるスコアタ最高！！！！ 
"
6104,"8位だ！！！！！！！！！！！ 
"
6105,"八乙女楽くんを応援してて良かったし羽多野さんが八乙女楽くんの声やってくれて本当に良かった……………
"
6106,"や、闇鍋さんの八乙女親子だだ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！？！！！？？？？！？？！！？？？？！？！？？？？？？？？？！！！！！！！！！！！！！推しの誕生日最高！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
6107,"ありがとうございます
"
6108,"つながる喜びを知っちまったし身体中が思い出すんだよな（ナナライ）
"
6109,"アソシエイトって仲間だけどメンバーだけじゃなくファンのことでもあるって言ってた ライブでステージに立った時の感覚と…そしてこれはナナライから1週間後に録られた曲………
"
6110,"八乙女楽くんのこと常々宇宙一最高の男だと思ってたけどさらに最高だった…宇宙一最高のさらに最高ってなに……？わからない………ブラックホール………………………………(？)
"
6111,"八乙女楽くん圧倒的に光………太陽…………人類の希望…………………😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭(聴いた)
"
6112,"イントロで死んで出だしの歌詞で死んで今
"
6113,"導いてくれ！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！！
"
6114,"八乙女楽くんお誕生日おめでとう！！！あなたを応援してて良かったと毎日思ってます！！！！いつも最高の八乙女楽でいてくれて本当にありがとう！！！！！大好き〜〜〜〜😂😂😂😂😂😂😂😂 #八乙女楽生誕祭2018
"
6115,"あと5分だけどフライングで泣いてる………(は？)
"
6116,"っち先生の絵も明日上がるんだろうか…ウッ……ありな……ッ…………！！！！！
"
6117,"あと40分なので神からの啓示を見てくださ
"
